"","StockCode","Categoria"
"2852","21747","Categora 1"
"2853","21750","Categora 1"
"2854","21278","Categora 1"
"2855","21280","Categoria 6"
"2856","21281","Categoria 7"
"2857","35594","Categoria 5"
"2858","22156","Categoria 8"
"2859","22597","Categoria 3"
"2860","22389","Categoria 6"
"2861","47591B","Categoria 7"
"2862","84952C","Categoria 4"
"2863","22885","Categora 1"
"2864","22877","Categoria 4"
"2865","20832","Categoria 6"
"2866","21520","Categoria 6"
"2867","22924","Categoria 6"
"2868","23181","Categoria 7"
"2869","23215","Categora 1"
"2870","23043","Categoria 6"
"2871","37348","Categoria 2"
"2872","22095","Categoria 8"
"2873","18097B","Categoria 7"
"2874","85221","Categoria 8"
"2875","84562B","Categoria 7"
"2876","84526","Categoria 8"
"2877","84684","Categoria 8"
"2878","84007","Categora 1"
"2879","84532B","Categora 1"
"2880","20747","Categora 1"
"2881","21252","Categoria 8"
"2882","84597C","Categoria 7"
"2883","84925C","Categoria 8"
"2884","21102","Categoria 7"
"2885","21582","Categoria 5"
"2886","21312","Categoria 5"
"2887","20714","Categora 1"
"2888","22091","Categoria 8"
"2889","84926B","Categoria 8"
"2890","21864","Categoria 7"
"2891","82616C","Categoria 8"
"2892","85104","Categoria 2"
"2893","17096","Categoria 7"
"2894","46115B","Categoria 2"
"2895","82605","Categoria 3"
"2896","45014","Categoria 6"
"2897","79149B","Categoria 6"
"2898","21867","Categoria 3"
"2899","90124B","Categoria 8"
"2900","90158","Categoria 3"
"2901","90114","Categoria 4"
"2902","47574B","Categoria 4"
"2903","85038","Categoria 6"
"2904","21622","Categoria 3"
"2905","21007","Categoria 3"
"2906","35603C","Categoria 5"
"2907","85170A","Categoria 3"
"2908","21690","Categoria 2"
"2909","85141","Categoria 4"
"2910","71143","Categoria 6"
"2911","85117","Categoria 6"
"2912","82545A","Categoria 6"
"2913","90036C","Categoria 4"
"2914","90200A","Categoria 4"
"2915","90200B","Categoria 5"
"2916","85164B","Categora 1"
"2917","21694","Categoria 8"
"2918","84910A","Categoria 2"
"2919","20931","Categoria 2"
"2920","20932","Categoria 6"
"2921","84762A","Categoria 2"
"2922","84909A","Categoria 5"
"2923","84657","Categoria 2"
"2924","22216","Categoria 8"
"2925","21171","Categora 1"
"2926","90178A","Categoria 5"
"2927","90178B","Categora 1"
"2928","79071B","Categoria 6"
"2929","20775","Categoria 4"
"2930","21085","Categoria 7"
"2931","22162","Categoria 6"
"2932","90066A","Categoria 2"
"2933","22613","Categoria 8"
"2934","20669","Categoria 6"
"2935","90036A","Categoria 4"
"2936","90036B","Categora 1"
"2937","90129F","Categoria 2"
"2938","90036E","Categoria 7"
"2939","90129B","Categoria 7"
"2940","90129C","Categoria 7"
"2941","90129A","Categoria 6"
"2942","90000D","Categoria 7"
"2943","17084J","Categora 1"
"2944","90214E","Categoria 8"
"2945","10123C","Categoria 6"
"2946","10123G","Categoria 4"
"2947","85114C","Categoria 8"
"2948","22450","Categoria 5"
"2949","20759","Categoria 4"
"2950","20758","Categoria 6"
"2951","79160","Categoria 7"
"2952","85170B","Categoria 2"
"2953","35004P","Categoria 8"
"2954","21205","Categoria 3"
"2955","15058B","Categoria 4"
"2956","22291","Categora 1"
"2957","85169B","Categoria 4"
"2958","84874B","Categoria 2"
"2959","21311","Categoria 7"
"2960","22789","Categoria 8"
"2961","62018","Categoria 6"
"2962","90206C","Categoria 4"
"2963","90014C","Categoria 3"
"2964","23544","Categoria 6"
"2965","23462","Categoria 7"
"2966","23535","Categoria 2"
"2967","23375","Categoria 5"
"2968","22911","Categoria 6"
"2969","23228","Categoria 2"
"2970","23219","Categoria 8"
"2971","21337","Categoria 8"
"2972","72484","Categoria 6"
"2973","23053","Categoria 4"
"2974","20902","Categoria 6"
"2975","20903","Categoria 4"
"2976","21256","Categoria 8"
"2977","21255","Categoria 4"
"2978","21626","Categoria 6"
"2979","84750B","Categora 1"
"2980","84750A","Categora 1"
"2981","84985B","Categoria 6"
"2982","82607C","Categoria 4"
"2983","82607A","Categoria 6"
"2984","21421","Categoria 5"
"2985","21504","Categoria 5"
"2986","22036","Categoria 3"
"2987","15039","Categoria 2"
"2988","22359","Categoria 7"
"2989","21629","Categoria 2"
"2990","21511","Categoria 4"
"2991","15044B","Categoria 7"
"2992","15044C","Categora 1"
"2993","15058A","Categoria 3"
"2994","21324","Categora 1"
"2995","21683","Categoria 4"
"2996","47589","Categoria 4"
"2997","82551","Categoria 5"
"2998","22701","Categoria 3"
"2999","22703","Categoria 7"
"3000","22643","Categoria 2"
"3001","22711","Categoria 4"
"3002","22708","Categoria 2"
"3003","85131A","Categoria 7"
"3004","21310","Categoria 6"
"3005","22640","Categoria 2"
"3006","22673","Categoria 4"
"3007","22817","Categoria 8"
"3008","85169D","Categoria 8"
"3009","21445","Categora 1"
"3010","21680","Categoria 6"
"3011","23231","Categoria 2"
"3012","22777","Categoria 2"
"3013","21633","Categora 1"
"3014","21910","Categoria 8"
"3015","85062","Categoria 8"
"3016","85170D","Categoria 2"
"3017","22207","Categoria 7"
"3018","21201","Categoria 2"
"3019","22707","Categoria 8"
"3020","23051","Categoria 2"
"3021","21775","Categoria 5"
"3022","23102","Categoria 2"
"3023","85131D","Categoria 8"
"3024","23014","Categoria 2"
"3025","23134","Categoria 2"
"3026","21248","Categoria 7"
"3027","23331","Categoria 3"
"3028","23238","Categoria 6"
"3029","23371","Categoria 8"
"3030","23370","Categoria 2"
"3031","22713","Categoria 6"
"3032","23525","Categoria 7"
"3033","23523","Categoria 8"
"3034","23539","Categoria 8"
"3035","23453","Categoria 3"
"3036","23556","Categora 1"
"3037","23555","Categoria 3"
"3038","23554","Categora 1"
"3039","23242","Categoria 7"
"3040","20814","Categoria 4"
"3041","21134","Categora 1"
"3042","84846A","Categoria 4"
"3043","84247L","Categoria 5"
"3044","84510C","Categoria 2"
"3045","79191D","Categoria 3"
"3046","21661","Categoria 7"
"3047","22611","Categoria 4"
"3048","23087","Categoria 2"
"3049","23217","Categoria 7"
"3050","23216","Categoria 5"
"3051","23020","Categoria 6"
"3052","23016","Categoria 7"
"3053","84029C","Categoria 5"
"3054","84706B","Categoria 7"
"3055","35004G","Categoria 2"
"3056","85114B","Categoria 5"
"3057","85114A","Categoria 7"
"3058","22394","Categoria 3"
"3059","47503H","Categoria 6"
"3060","85169A","Categoria 5"
"3061","85017C","Categora 1"
"3062","82567","Categoria 5"
"3063","84682","Categoria 4"
"3064","37441","Categora 1"
"3065","85033G","Categoria 3"
"3066","85033S","Categoria 8"
"3067","21012","Categoria 6"
"3068","85147","Categoria 2"
"3069","20894","Categoria 5"
"3070","90129E","Categora 1"
"3071","90129D","Categoria 2"
"3072","21200","Categora 1"
"3073","21542","Categora 1"
"3074","21223","Categoria 3"
"3075","37422","Categoria 3"
"3076","84899E","Categoria 5"
"3077","84899F","Categoria 5"
"3078","90115","Categoria 7"
"3079","90094","Categora 1"
"3080","21686","Categoria 5"
"3081","72131","Categoria 8"
"3082","21693","Categoria 4"
"3083","37489D","Categoria 3"
"3084","37489A","Categoria 7"
"3085","44230","Categora 1"
"3086","35637A","Categoria 5"
"3087","20736","Categoria 8"
"3088","84247J","Categoria 6"
"3089","84902","Categoria 4"
"3090","20818","Categoria 7"
"3091","79338","Categora 1"
"3092","79336","Categoria 3"
"3093","21593","Categoria 2"
"3094","20994","Categoria 3"
"3095","20670","Categoria 7"
"3096","72800F","Categoria 8"
"3097","21586","Categoria 4"
"3098","21728","Categoria 7"
"3099","21341","Categoria 6"
"3100","21687","Categora 1"
"3101","21480","Categora 1"
"3102","21543","Categoria 5"
"3103","84934","Categoria 4"
"3104","20753","Categoria 5"
"3105","21710","Categoria 8"
"3106","21711","Categoria 6"
"3107","22098","Categoria 7"
"3108","47562","Categoria 6"
"3109","85179B","Categoria 6"
"3110","37333","Categoria 4"
"3111","35991","Categoria 8"
"3112","85161","Categoria 4"
"3113","72606A","Categoria 4"
"3114","21624","Categoria 6"
"3115","20940","Categoria 5"
"3116","84932B","Categoria 4"
"3117","84932C","Categoria 4"
"3118","84932D","Categoria 8"
"3119","84933A","Categoria 2"
"3120","84933B","Categoria 3"
"3121","84933C","Categoria 4"
"3122","85017A","Categora 1"
"3123","16169K","Categora 1"
"3124","85232A","Categoria 6"
"3125","84250M","Categoria 4"
"3126","84984A","Categoria 8"
"3127","84984B","Categora 1"
"3128","84984C","Categoria 6"
"3129","84984D","Categoria 8"
"3130","21130","Categoria 5"
"3131","21247","Categora 1"
"3132","20615","Categoria 5"
"3133","85222","Categoria 7"
"3134","21091","Categoria 2"
"3135","21089","Categora 1"
"3136","21087","Categora 1"
"3137","21395","Categoria 2"
"3138","84989A","Categoria 5"
"3139","22390","Categoria 8"
"3140","22395","Categoria 4"
"3141","35951","Categoria 8"
"3142","84247K","Categoria 4"
"3143","20943","Categoria 2"
"3144","90104","Categoria 7"
"3145","22448","Categoria 6"
"3146","71101E","Categoria 4"
"3147","85230G","Categoria 4"
"3148","85230E","Categoria 6"
"3149","23190","Categoria 5"
"3150","23478","Categoria 7"
"3151","23476","Categoria 2"
"3152","23474","Categora 1"
"3153","23477","Categoria 8"
"3154","23510","Categoria 4"
"3155","20941","Categoria 7"
"3156","84986B","Categoria 6"
"3157","85086A","Categoria 6"
"3158","21882","Categoria 8"
"3159","40018F","Categora 1"
"3160","84051","Categoria 3"
"3161","35653","Categoria 8"
"3162","22954","Categoria 5"
"3163","85131C","Categora 1"
"3164","35979","Categoria 7"
"3165","90167","Categoria 3"
"3166","16169F","Categora 1"
"3167","23444","Categora 1"
"3168","21946","Categoria 5"
"3169","20731","Categora 1"
"3170","35980C","Categora 1"
"3171","85129A","Categoria 5"
"3172","85129B","Categoria 5"
"3173","85118","Categoria 2"
"3174","72789","Categoria 6"
"3175","35954","Categoria 4"
"3176","35966","Categoria 2"
"3177","35981C","Categoria 6"
"3178","20952","Categora 1"
"3179","35095B","Categoria 5"
"3180","84388","Categoria 8"
"3181","85031A","Categoria 3"
"3182","23369","Categoria 3"
"3183","22785","Categoria 3"
"3184","23045","Categora 1"
"3185","23466","Categoria 3"
"3186","90161B","Categoria 5"
"3187","90161C","Categoria 4"
"3188","37330","Categoria 4"
"3189","47504H","Categoria 3"
"3190","22100","Categoria 3"
"3191","21536","Categoria 5"
"3192","90210C","Categoria 5"
"3193","21307","Categoria 8"
"3194","21830","Categoria 3"
"3195","21676","Categora 1"
"3196","21369","Categoria 7"
"3197","84247N","Categoria 7"
"3198","84951B","Categoria 2"
"3199","84870C","Categoria 8"
"3200","22973","Categora 1"
"3201","21644","Categoria 8"
"3202","21096","Categora 1"
"3203","10120","Categoria 4"
"3204","21088","Categoria 3"
"3205","21881","Categoria 4"
"3206","23570","Categoria 5"
"3207","16225","Categora 1"
"3208","23566","Categoria 4"
"3209","22511","Categoria 5"
"3210","84012","Categora 1"
"3211","21276","Categoria 2"
"3212","21779","Categoria 7"
"3213","51020B","Categoria 8"
"3214","51020A","Categoria 7"
"3215","47586A","Categoria 7"
"3216","21458","Categoria 5"
"3217","79164","Categoria 7"
"3218","35909A","Categoria 4"
"3219","21456","Categoria 5"
"3220","21457","Categoria 8"
"3221","84762B","Categoria 7"
"3222","23377","Categoria 3"
"3223","23513","Categoria 6"
"3224","23037","Categoria 8"
"3225","22190","Categoria 3"
"3226","22710","Categoria 6"
"3227","23009","Categoria 7"
"3228","23515","Categoria 8"
"3229","23518","Categoria 4"
"3230","23520","Categoria 2"
"3231","21347","Categoria 8"
"3232","21418","Categoria 6"
"3233","85142","Categoria 7"
"3234","21413","Categoria 8"
"3235","20804","Categoria 5"
"3236","72232","Categoria 8"
"3237","21145","Categoria 5"
"3238","84539","Categoria 8"
"3239","20864","Categoria 4"
"3240","21664","Categoria 3"
"3241","21353","Categoria 7"
"3242","18098A","Categoria 4"
"3243","84582","Categoria 8"
"3244","21654","Categoria 8"
"3245","20858","Categoria 4"
"3246","84901","Categoria 7"
"3247","21678","Categoria 2"
"3248","90096","Categoria 5"
"3249","90098","Categoria 6"
"3250","21883","Categoria 2"
"3251","10138","Categoria 6"
"3252","85232C","Categoria 7"
"3253","22547","Categoria 4"
"3254","90100","Categoria 7"
"3255","ADJUST2","Categoria 3"
"3256","84595B","Categoria 2"
"3257","22103","Categoria 2"
"3258","35910A","Categoria 4"
"3259","21425","Categoria 8"
"3260","84559D","Categoria 6"
"3261","21723","Categoria 2"
"3262","21095","Categoria 4"
"3263","84465","Categoria 6"
"3264","84569A","Categoria 2"
"3265","22802","Categoria 2"
"3266","72133","Categoria 4"
"3267","72132","Categoria 3"
"3268","22346","Categoria 5"
"3269","22345","Categoria 7"
"3270","90130A","Categoria 4"
"3271","90011A","Categoria 8"
"3272","21917","Categoria 3"
"3273","84948","Categoria 5"
"3274","90081A","Categoria 4"
"3275","90082A","Categoria 8"
"3276","85166A","Categoria 5"
"3277","85167B","Categoria 7"
"3278","22146","Categoria 6"
"3279","84231","Categoria 5"
"3280","22264","Categoria 5"
"3281","22510","Categoria 7"
"3282","90082B","Categoria 4"
"3283","90032","Categoria 4"
"3284","84033","Categoria 2"
"3285","47552A","Categoria 3"
"3286","20845","Categoria 6"
"3287","20849","Categoria 3"
"3288","90199B","Categoria 7"
"3289","90082D","Categoria 5"
"3290","90147","Categora 1"
"3291","90060F","Categora 1"
"3292","90060B","Categoria 7"
"3293","90060C","Categoria 6"
"3294","90162D","Categoria 7"
"3295","90185D","Categoria 8"
"3296","90002A","Categoria 2"
"3297","21293","Categora 1"
"3298","22598","Categora 1"
"3299","90186A","Categoria 8"
"3300","90078","Categoria 6"
"3301","90014B","Categoria 7"
"3302","90151","Categoria 4"
"3303","22926","Categoria 8"
"3304","90175A","Categora 1"
"3305","90002D","Categoria 3"
"3306","90180B","Categoria 5"
"3307","90152C","Categora 1"
"3308","90152A","Categoria 4"
"3309","90016B","Categoria 4"
"3310","90014A","Categoria 2"
"3311","84800S","Categoria 7"
"3312","84925D","Categoria 3"
"3313","90033","Categoria 7"
"3314","90130B","Categoria 4"
"3315","90209B","Categoria 7"
"3316","90081C","Categoria 6"
"3317","21202","Categoria 6"
"3318","23106","Categora 1"
"3319","90206A","Categoria 2"
"3320","84723","Categoria 4"
"3321","90016A","Categoria 7"
"3322","23527","Categoria 6"
"3323","23396","Categoria 2"
"3324","23694","Categoria 5"
"3325","23558","Categora 1"
"3326","23455","Categoria 6"
"3327","21317","Categoria 8"
"3328","23562","Categora 1"
"3329","90186B","Categoria 6"
"3330","21185","Categoria 4"
"3331","47591A","Categoria 6"
"3332","72724","Categoria 8"
"3333","84499","Categora 1"
"3334","84773","Categora 1"
"3335","35920","Categoria 3"
"3336","84437A","Categoria 2"
"3337","21926","Categoria 3"
"3338","85230A","Categoria 8"
"3339","21927","Categoria 3"
"3340","21925","Categoria 3"
"3341","85080","Categoria 2"
"3342","23125","Categora 1"
"3343","23124","Categoria 7"
"3344","23233","Categoria 4"
"3345","23394","Categoria 4"
"3346","23041","Categoria 7"
"3347","16008","Categoria 7"
"3348","23435","Categoria 8"
"3349","21250","Categoria 6"
"3350","20851","Categoria 3"
"3351","84707B","Categoria 8"
"3352","35233","Categoria 3"
"3353","72739C","Categoria 8"
"3354","35599D","Categoria 7"
"3355","22054","Categoria 5"
"3356","35976B","Categoria 2"
"3357","79340W","Categoria 7"
"3358","21649","Categoria 6"
"3359","16169M","Categoria 4"
"3360","20796","Categoria 3"
"3361","20897","Categoria 3"
"3362","20899","Categoria 4"
"3363","20988","Categoria 7"
"3364","35096B","Categoria 4"
"3365","21684","Categoria 3"
"3366","15030","Categoria 3"
"3367","85112","Categoria 5"
"3368","21118","Categoria 3"
"3369","20730","Categora 1"
"3370","85106","Categoria 2"
"3371","22053","Categora 1"
"3372","21157","Categoria 7"
"3373","21427","Categoria 4"
"3374","23660","Categoria 4"
"3375","23564","Categoria 2"
"3376","72225D","Categoria 6"
"3377","72796C","Categoria 8"
"3378","35645","Categoria 8"
"3379","84886","Categora 1"
"3380","84006","Categoria 5"
"3381","20666","Categoria 7"
"3382","85151","Categoria 2"
"3383","22277","Categoria 2"
"3384","40018E","Categoria 4"
"3385","84670","Categoria 3"
"3386","17033","Categoria 2"
"3387","35607A","Categoria 2"
"3388","47369B","Categoria 5"
"3389","22655","Categoria 3"
"3390","23483","Categoria 7"
"3391","85168A","Categoria 3"
"3392","84765","Categoria 5"
"3393","71215","Categoria 8"
"3394","84673B","Categoria 4"
"3395","84251F","Categoria 5"
"3396","21192","Categoria 6"
"3397","35599B","Categoria 5"
"3398","35001P","Categoria 4"
"3399","84824","Categoria 5"
"3400","22408","Categoria 8"
"3401","37423","Categoria 8"
"3402","37424","Categoria 8"
"3403","35972","Categoria 6"
"3404","85124C","Categoria 3"
"3405","84974","Categoria 5"
"3406","84228","Categoria 6"
"3407","21318","Categoria 2"
"3408","84673A","Categoria 6"
"3409","23309","Categora 1"
"3410","84927D","Categoria 5"
"3411","84927A","Categoria 8"
"3412","84665","Categoria 5"
"3413","21374","Categoria 5"
"3414","23185","Categoria 5"
"3415","17012C","Categoria 3"
"3416","85111","Categoria 7"
"3417","85159A","Categoria 6"
"3418","85035B","Categoria 3"
"3419","72801D","Categoria 8"
"3420","85081","Categoria 7"
"3421","23117","Categoria 5"
"3422","22316","Categoria 2"
"3423","17164B","Categoria 8"
"3424","17164D","Categoria 7"
"3425","17165B","Categoria 7"
"3426","85018B","Categoria 7"
"3427","85018C","Categoria 6"
"3428","85018D","Categora 1"
"3429","85018A","Categoria 7"
"3430","79163","Categoria 2"
"3431","84192","Categoria 5"
"3432","17090D","Categoria 6"
"3433","17090A","Categoria 6"
"3434","23418","Categoria 2"
"3435","84762C","Categoria 5"
"3436","21415","Categora 1"
"3437","44091C","Categoria 4"
"3438","20735","Categoria 3"
"3439","20757","Categoria 5"
"3440","20756","Categoria 4"
"3441","84905","Categoria 7"
"3442","37491D","Categoria 6"
"3443","37491C","Categoria 3"
"3444","37491B","Categoria 3"
"3445","37491A","Categoria 3"
"3446","84760S","Categoria 6"
"3447","84288B","Categoria 6"
"3448","84962","Categora 1"
"3449","35004B","Categoria 7"
"3450","16254","Categoria 7"
"3451","16046","Categoria 3"
"3452","84527","Categora 1"
"3453","21343","Categoria 3"
"3454","21344","Categoria 7"
"3455","20799","Categoria 2"
"3456","21320","Categoria 6"
"3457","22056","Categoria 4"
"3458","84454","Categora 1"
"3459","84676","Categoria 5"
"3460","21336","Categoria 3"
"3461","84856L","Categoria 3"
"3462","71028B","Categoria 5"
"3463","21443","Categoria 6"
"3464","21729","Categoria 8"
"3465","84845C","Categoria 2"
"3466","84845D","Categoria 2"
"3467","21869","Categora 1"
"3468","84856S","Categoria 8"
"3469","84292B","Categoria 6"
"3470","85195","Categoria 7"
"3471","46118","Categoria 3"
"3472","85185F","Categoria 3"
"3473","47578A","Categoria 2"
"3474","85208","Categoria 8"
"3475","21228","Categora 1"
"3476","20705","Categoria 6"
"3477","35609A","Categoria 4"
"3478","72753D","Categora 1"
"3479","72754B","Categoria 5"
"3480","72772","Categoria 4"
"3481","21375","Categoria 7"
"3482","21376","Categoria 7"
"3483","72750A","Categoria 3"
"3484","84569C","Categoria 5"
"3485","84689","Categora 1"
"3486","84405A","Categoria 5"
"3487","22257","Categora 1"
"3488","22289","Categoria 8"
"3489","35915B","Categoria 4"
"3490","90164A","Categoria 3"
"3491","90124A","Categoria 6"
"3492","90124C","Categora 1"
"3493","23139","Categoria 2"
"3494","23140","Categoria 8"
"3495","23141","Categoria 8"
"3496","21540","Categoria 7"
"3497","84823","Categoria 7"
"3498","21757","Categora 1"
"3499","20854","Categoria 8"
"3500","22656","Categoria 2"
"3501","22828","Categoria 5"
"3502","85028S","Categora 1"
"3503","85027L","Categoria 6"
"3504","21761","Categoria 2"
"3505","84249A","Categoria 4"
"3506","20653","Categoria 8"
"3507","20616","Categoria 2"
"3508","20933","Categoria 7"
"3509","21944","Categoria 6"
"3510","20801","Categoria 5"
"3511","84422","Categoria 6"
"3512","75149N","Categora 1"
"3513","78027","Categoria 4"
"3514","22823","Categoria 4"
"3515","23091","Categoria 2"
"3516","23548","Categoria 8"
"3517","23519","Categoria 2"
"3518","23484","Categoria 3"
"3519","84625B","Categoria 5"
"3520","85019A","Categoria 2"
"3521","85166B","Categoria 6"
"3522","47367B","Categoria 5"
"3523","84893","Categoria 5"
"3524","85146","Categoria 3"
"3525","22953","Categoria 5"
"3526","23481","Categora 1"
"3527","23471","Categoria 7"
"3528","23553","Categoria 3"
"3529","23467","Categoria 8"
"3530","84966B","Categoria 3"
"3531","84966A","Categoria 7"
"3532","22330","Categoria 7"
"3533","37485","Categoria 3"
"3534","21265","Categoria 3"
"3535","84706A","Categora 1"
"3536","84926F","Categoria 3"
"3537","35932","Categoria 6"
"3538","35931","Categoria 6"
"3539","79191B","Categoria 8"
"3540","37327","Categora 1"
"3541","21065","Categoria 3"
"3542","23565","Categoria 6"
"3543","23580","Categoria 6"
"3544","23115","Categoria 5"
"3545","23576","Categora 1"
"3546","22290","Categoria 7"
"3547","21709","Categoria 3"
"3548","90195A","Categoria 4"
"3549","90199D","Categora 1"
"3550","90019A","Categoria 6"
"3551","90019B","Categoria 3"
"3552","90021","Categoria 2"
"3553","90042C","Categoria 4"
"3554","90042B","Categoria 8"
"3555","23509","Categoria 2"
"3556","37462E","Categoria 2"
"3557","84429A","Categoria 5"
"3558","21306","Categora 1"
"3559","23034","Categoria 7"
"3560","44234","Categoria 3"
"3561","44235","Categoria 3"
"3562","84801A","Categoria 6"
"3563","85211","Categoria 2"
"3564","84877A","Categoria 6"
"3565","84875D","Categoria 6"
"3566","22833","Categoria 4"
"3567","21129","Categoria 6"
"3568","17178","Categora 1"
"3569","84804A","Categoria 5"
"3570","84798C","Categoria 8"
"3571","84809B","Categoria 6"
"3572","84809A","Categoria 5"
"3573","21027","Categora 1"
"3574","20857","Categoria 5"
"3575","35160","Categoria 3"
"3576","75178","Categoria 7"
"3577","85224","Categoria 2"
"3578","75131","Categoria 8"
"3579","21025","Categoria 5"
"3580","21030","Categoria 4"
"3581","22647","Categoria 3"
"3582","37494A","Categoria 7"
"3583","79534","Categora 1"
"3584","20697","Categoria 8"
"3585","62086A","Categora 1"
"3586","20953","Categoria 8"
"3587","22538","Categoria 8"
"3588","85095","Categoria 5"
"3589","47310M","Categoria 6"
"3590","22878","Categoria 3"
"3591","10124G","Categoria 8"
"3592","10124A","Categoria 3"
"3593","84744","Categoria 6"
"3594","23372","Categoria 4"
"3595","20694","Categoria 7"
"3596","21338","Categoria 2"
"3597","90010E","Categoria 7"
"3598","90184B","Categoria 3"
"3599","90184C","Categoria 4"
"3600","21384","Categoria 6"
"3601","84743C","Categoria 3"
"3602","21555","Categoria 3"
"3603","84562A","Categoria 7"
"3604","85044","Categoria 3"
"3605","72127","Categoria 4"
"3606","85127","Categoria 2"
"3607","22782","Categora 1"
"3608","22764","Categoria 2"
"3609","21426","Categoria 8"
"3610","20850","Categoria 3"
"3611","84801B","Categoria 6"
"3612","84805A","Categoria 7"
"3613","23107","Categoria 2"
"3614","23018","Categoria 5"
"3615","23019","Categoria 8"
"3616","23024","Categoria 7"
"3617","21689","Categoria 4"
"3618","84858C","Categoria 3"
"3619","90062","Categoria 2"
"3620","47583A","Categoria 5"
"3621","21365","Categoria 2"
"3622","21316","Categoria 3"
"3623","20698","Categoria 8"
"3624","90112","Categora 1"
"3625","90095","Categoria 2"
"3626","84989B","Categoria 2"
"3627","20663","Categoria 7"
"3628","35001B","Categoria 3"
"3629","20910","Categoria 8"
"3630","20659","Categora 1"
"3631","37481","Categoria 3"
"3632","77101A","Categoria 4"
"3633","84251C","Categoria 8"
"3634","84251B","Categoria 8"
"3635","84450B","Categora 1"
"3636","23487","Categoria 2"
"3637","21388","Categoria 2"
"3638","16015","Categoria 3"
"3639","72083A","Categoria 7"
"3640","72800A","Categoria 8"
"3641","17109A","Categora 1"
"3642","16239","Categoria 3"
"3643","90214N","Categoria 8"
"3644","35833G","Categoria 3"
"3645","35963","Categoria 4"
"3646","90122A","Categoria 5"
"3647","90161D","Categoria 3"
"3648","90191","Categora 1"
"3649","90149","Categoria 5"
"3650","90160B","Categora 1"
"3651","90160D","Categora 1"
"3652","90161A","Categoria 8"
"3653","90160C","Categora 1"
"3654","90123B","Categoria 3"
"3655","90123C","Categoria 6"
"3656","90123A","Categoria 3"
"3657","90196A","Categoria 2"
"3658","90159","Categoria 4"
"3659","16245A","Categoria 5"
"3660","84550","Categoria 4"
"3661","22471","Categoria 8"
"3662","21370","Categoria 3"
"3663","35015","Categoria 2"
"3664","23547","Categoria 8"
"3665","PADS","Categoria 3"
"3666","16256C","Categoria 5"
"3667","47347B","Categoria 2"
"3668","82585","Categoria 2"
"3669","84882","Categora 1"
"3670","44242B","Categoria 2"
"3671","84247H","Categoria 6"
"3672","90116","Categoria 2"
"3673","17109D","Categoria 7"
"3674","71510","Categoria 6"
"3675","47574A","Categoria 8"
"3676","37508","Categoria 7"
"3677","84891B","Categoria 2"
"3678","84926D","Categoria 7"
"3679","81953B","Categoria 2"
"3680","81953P","Categoria 8"
"3681","35962","Categoria 3"
"3682","90054","Categoria 4"
"3683","35838A","Categoria 7"
"3684","35240","Categoria 6"
"3685","85145","Categoria 2"
"3686","23075","Categoria 7"
"3687","21618","Categoria 8"
"3688","17084A","Categora 1"
"3689","17084N","Categoria 3"
"3690","23416","Categoria 6"
"3691","16248B","Categoria 4"
"3692","23042","Categoria 5"
"3693","23044","Categoria 7"
"3694","21226","Categoria 6"
"3695","23575","Categoria 4"
"3696","23578","Categora 1"
"3697","84797A","Categoria 4"
"3698","84797B","Categoria 5"
"3699","84873A","Categoria 2"
"3700","84872A","Categoria 6"
"3701","84414B","Categoria 6"
"3702","62095B","Categoria 8"
"3703","85092","Categoria 3"
"3704","22830","Categoria 7"
"3705","21321","Categoria 6"
"3706","21319","Categoria 7"
"3707","84686","Categoria 2"
"3708","20997","Categoria 7"
"3709","85087","Categoria 5"
"3710","22987","Categora 1"
"3711","79532","Categoria 4"
"3712","16256B","Categoria 5"
"3713","84529C","Categoria 6"
"3714","72715","Categora 1"
"3715","17181","Categoria 4"
"3716","21828","Categoria 3"
"3717","84924A","Categoria 4"
"3718","37410","Categoria 5"
"3719","37506","Categoria 2"
"3720","85160A","Categoria 2"
"3721","20855","Categoria 7"
"3722","84916","Categoria 2"
"3723","21028","Categoria 4"
"3724","79161A","Categoria 3"
"3725","84725","Categoria 4"
"3726","79192A","Categoria 6"
"3727","46776A","Categora 1"
"3728","84918","Categora 1"
"3729","20700","Categoria 6"
"3730","21003","Categoria 5"
"3731","46776B","Categoria 5"
"3732","46776C","Categoria 8"
"3733","79329","Categora 1"
"3734","84563B","Categoria 6"
"3735","23017","Categoria 7"
"3736","21637","Categoria 2"
"3737","84660A","Categoria 5"
"3738","23598","Categoria 4"
"3739","72140E","Categoria 3"
"3740","17021","Categoria 3"
"3741","37487B","Categoria 4"
"3742","84575A","Categoria 7"
"3743","16051","Categoria 5"
"3744","84086B","Categoria 4"
"3745","79190A","Categoria 4"
"3746","84493","Categoria 6"
"3747","84732D","Categoria 6"
"3748","84731","Categoria 4"
"3749","20838","Categoria 5"
"3750","47420","Categoria 6"
"3751","22104","Categoria 2"
"3752","44092C","Categoria 8"
"3753","23557","Categora 1"
"3754","23498","Categoria 4"
"3755","22512","Categoria 8"
"3756","79315W","Categoria 2"
"3757","21128","Categoria 8"
"3758","84842","Categoria 6"
"3759","46126A","Categoria 5"
"3760","84367","Categoria 7"
"3761","20821","Categoria 2"
"3762","84663A","Categoria 6"
"3763","45016","Categora 1"
"3764","84625D","Categoria 8"
"3765","84576","Categoria 3"
"3766","84951A","Categoria 4"
"3767","46776E","Categoria 5"
"3768","85019C","Categoria 2"
